geoname_id,locale_code,continent_code,continent_name,country_iso_code,country_name,subdivision_1_iso_code,subdivision_1_name,subdivision_2_iso_code,subdivision_2_name,city_name,metro_code,time_zone,is_in_european_union
4554649,ru,NA,"Северная Америка",US,"США",OK,"Оклахома","","","",650,America/Chicago,0
4558665,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",504,America/New_York,0
4560577,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",566,America/New_York,0
4561041,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",511,America/New_York,0
4562078,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",508,America/New_York,0
4568451,ru,NA,"Северная Америка",PR,"Пуэрто-Рико","","","","","","",America/Puerto_Rico,0
4584269,ru,NA,"Северная Америка",US,"США",SC,"Южная Каролина","","","",567,America/New_York,0
4677392,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",641,America/Chicago,0
4682066,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","Клифтон",623,America/Chicago,0
4682464,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","Колледж-Стейшен",625,America/Chicago,0
4685892,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","Денисон",657,America/Chicago,0
4693150,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",625,America/Chicago,0
4704628,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",618,America/Chicago,0
4709710,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",662,America/Chicago,0
4727557,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",612,America/Chicago,0
4735629,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",641,America/Chicago,0
4736963,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",657,America/Chicago,0
4739226,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",692,America/Chicago,0
4757960,ru,NA,"Северная Америка",US,"США",VA,"Вирджиния","","","Юинг",557,America/New_York,0
4771014,ru,NA,"Северная Америка",US,"США",VA,"Вирджиния","","","",511,America/New_York,0
4780126,ru,NA,"Северная Америка",US,"США",VA,"Вирджиния","","","",531,America/New_York,0
4797458,ru,NA,"Северная Америка",US,"США",WV,"Западная Виргиния","","","",564,America/New_York,0
4807507,ru,NA,"Северная Америка",US,"США",WV,"Западная Виргиния","","","",573,America/New_York,0
4820129,ru,NA,"Северная Америка",US,"США",WV,"Западная Виргиния","","","",598,America/New_York,0
4829224,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",625,America/Chicago,0
4848022,ru,NA,"Северная Америка",US,"США",IA,"Айова","","","Бедфорд",679,America/Chicago,0
4848489,ru,NA,"Северная Америка",US,"США",IA,"Айова","","","",682,America/Chicago,0
4850061,ru,NA,"Северная Америка",US,"США",IA,"Айова","","","",637,America/Chicago,0
4869454,ru,NA,"Северная Америка",US,"США",IA,"Айова","","","",652,America/Chicago,0
4883078,ru,NA,"Северная Америка",US,"США",IL,"Иллинойс","","","",602,America/Chicago,0
4883687,ru,NA,"Северная Америка",US,"США",IL,"Иллинойс","","","",602,America/Chicago,0
4902486,ru,NA,"Северная Америка",US,"США",IL,"Иллинойс","","","",602,America/Chicago,0
4911600,ru,NA,"Северная Америка",US,"США",IL,"Иллинойс","","","Скоки",602,America/Chicago,0
4915533,ru,NA,"Северная Америка",US,"США",IL,"Иллинойс","","","",717,America/Chicago,0
4974723,ru,NA,"Северная Америка",US,"США",ME,"Мэн","","","",537,America/New_York,0
4979352,ru,NA,"Северная Америка",US,"США",ME,"Мэн","","","",537,America/New_York,0
4982671,ru,NA,"Северная Америка",US,"США",ME,"Мэн","","","",500,America/New_York,0
5006404,ru,NA,"Северная Америка",US,"США",MI,"Мичиган","","","",553,America/Menominee,0
5006581,ru,NA,"Северная Америка",US,"США",MI,"Мичиган","","","",563,America/Detroit,0
5023465,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","Крукстон",724,America/Chicago,0
5025807,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","",724,America/Chicago,0
5026416,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","Фергус-Фолс",724,America/Chicago,0
5026959,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","Фладвуд",676,America/Chicago,0
5029288,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","",737,America/Chicago,0
5031678,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","Джексон",613,America/Chicago,0
5039978,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","Окдейл",613,America/Chicago,0
5044347,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","",613,America/Chicago,0
5048480,ru,NA,"Северная Америка",US,"США",MN,"Миннесота","","","",676,America/Chicago,0
5058715,ru,NA,"Северная Америка",US,"США",ND,"Северная Дакота","","","",724,America/Chicago,0
5062292,ru,NA,"Северная Америка",US,"США",ND,"Северная Дакота","","","",724,America/Chicago,0
5067646,ru,NA,"Северная Америка",US,"США",NE,"Небраска","","","",722,America/Chicago,0
5075991,ru,NA,"Северная Америка",US,"США",NE,"Небраска","","","Рандольф",624,America/Chicago,0
5083731,ru,NA,"Северная Америка",US,"США",NH,"Нью-Гэмпшир","","","",506,America/New_York,0
5089850,ru,NA,"Северная Америка",US,"США",NH,"Нью-Гэмпшир","","","",500,America/New_York,0
5090383,ru,NA,"Северная Америка",US,"США",NH,"Нью-Гэмпшир","","","",506,America/New_York,0
5092346,ru,NA,"Северная Америка",US,"США",NH,"Нью-Гэмпшир","","","",500,America/New_York,0
5093422,ru,NA,"Северная Америка",US,"США",NH,"Нью-Гэмпшир","","","",506,America/New_York,0
5097006,ru,NA,"Северная Америка",US,"США",NJ,"Нью-Джерси","","","",501,America/New_York,0
5099060,ru,NA,"Северная Америка",US,"США",NJ,"Нью-Джерси","","","",501,America/New_York,0
5112771,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",514,America/New_York,0
5114585,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",514,America/New_York,0
5117864,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","Франклин",502,America/New_York,0
5122417,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",501,America/New_York,0
5122579,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",532,America/New_York,0
5125086,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","Лонг-Бич",501,America/New_York,0
5129194,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",523,America/New_York,0
5137663,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",501,America/New_York,0
5143807,ru,NA,"Северная Америка",US,"США",NY,"Нью-Йорк","","","",532,America/New_York,0
5151012,ru,NA,"Северная Америка",US,"США",OH,"Огайо","","","",542,America/New_York,0
5152291,ru,NA,"Северная Америка",US,"США",OH,"Огайо","","","",596,America/New_York,0
5155572,ru,NA,"Северная Америка",US,"США",OH,"Огайо","","","Женева",510,America/New_York,0
5176233,ru,NA,"Северная Америка",US,"США",OH,"Огайо","","","",536,America/New_York,0
5180021,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",508,America/New_York,0
5187727,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",504,America/New_York,0
5188935,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",508,America/New_York,0
5189377,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",536,America/New_York,0
5189699,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",574,America/New_York,0
5203859,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","Нортумберленд",577,America/New_York,0
5212072,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",504,America/New_York,0
5213001,ru,NA,"Северная Америка",US,"США",PA,"Пенсильвания","","","",574,America/New_York,0
5226143,ru,NA,"Северная Америка",US,"США",SD,"Южная Дакота","","","",725,America/Chicago,0
5233470,ru,NA,"Северная Америка",US,"США",VT,"Вермонт","","","",523,America/New_York,0
5235024,ru,NA,"Северная Америка",US,"США",VT,"Вермонт","","","Колчестер",523,America/New_York,0
5243872,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",613,America/Chicago,0
5249135,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",658,America/Chicago,0
5250399,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",617,America/Chicago,0
5250787,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",702,America/Chicago,0
5253778,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",617,America/Chicago,0
5261969,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",705,America/Chicago,0
5262695,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",702,America/Chicago,0
5264842,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",669,America/Chicago,0
5267923,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",669,America/Chicago,0
5274887,ru,NA,"Северная Америка",US,"США",WI,"Висконсин","","","",658,America/Chicago,0
5281915,ru,NA,"Северная Америка",US,"США",CT,"Коннектикут","","","",533,America/New_York,0
5308240,ru,NA,"Северная Америка",US,"США",AZ,"Аризона","","","",789,America/Phoenix,0
5313059,ru,NA,"Северная Америка",US,"США",AZ,"Аризона","","","",753,America/Phoenix,0
5329735,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",807,America/Los_Angeles,0
5346111,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","Элк-Гров",862,America/Los_Angeles,0
5347578,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",825,America/Los_Angeles,0
5365660,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",807,America/Los_Angeles,0
5378481,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",803,America/Los_Angeles,0
5387494,ru,NA,"Северная Америка",US,"США",CA,"Калифорния","","","",803,America/Los_Angeles,0
5417522,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",773,America/Denver,0
5420323,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",751,America/Denver,0
5425911,ru,NA,"Северная Америка",US,"США",CO,"Колорадо","","","",751,America/Denver,0
5454711,ru,NA,"Северная Америка",US,"США",NM,"Нью-Мехико","","","Альбукерке",790,America/Denver,0
5458867,ru,NA,"Северная Америка",US,"США",NM,"Нью-Мехико","","","",634,America/Denver,0
5490104,ru,NA,"Северная Америка",US,"США",NM,"Нью-Мехико","","","",790,America/Denver,0
5520110,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",651,America/Chicago,0
5526514,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",633,America/Chicago,0
5528274,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",634,America/Chicago,0
5531919,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","",651,America/Chicago,0
5533864,ru,NA,"Северная Америка",US,"США",TX,"Техас","","","Уилсон",651,America/Chicago,0
5539726,ru,NA,"Северная Америка",US,"США",UT,"Юта","","","Гошен",770,America/Denver,0
5541403,ru,NA,"Северная Америка",US,"США",UT,"Юта","","","",770,America/Denver,0
5543146,ru,NA,"Северная Америка",US,"США",UT,"Юта","","","Милфорд",770,America/Denver,0
5641642,ru,NA,"Северная Америка",US,"США",MT,"Монтана","","","",755,America/Denver,0
5648402,ru,NA,"Северная Америка",US,"США",MT,"Монтана","","","",755,America/Denver,0
5665637,ru,NA,"Северная Америка",US,"США",MT,"Монтана","","","",687,America/Denver,0
5671807,ru,NA,"Северная Америка",US,"США",MT,"Монтана","","","",687,America/Denver,0
5690471,ru,NA,"Северная Америка",US,"США",ND,"Северная Дакота","","","",687,America/Denver,0
5725503,ru,NA,"Северная Америка",US,"США",OR,"Орегон","","","",801,America/Los_Angeles,0
5727942,ru,NA,"Северная Америка",US,"США",OR,"Орегон","","","",820,America/Los_Angeles,0
5762897,ru,NA,"Северная Америка",US,"США",SD,"Южная Дакота","","","",764,America/Denver,0
5764683,ru,NA,"Северная Америка",US,"США",SD,"Южная Дакота","","","",764,America/Denver,0
5796049,ru,NA,"Северная Америка",US,"США",WA,"Вашингтон","","","",819,America/Los_Angeles,0
5801520,ru,NA,"Северная Америка",US,"США",WA,"Вашингтон","","","Лонг-Бич",819,America/Los_Angeles,0
5833349,ru,NA,"Северная Америка",US,"США",WY,"Вайоминг","","","Ньюкасл",764,America/Denver,0
5849346,ru,NA,"Северная Америка",US,"США",HI,"Гавайи","","","",744,Pacific/Honolulu,0
5877422,ru,NA,"Северная Америка",US,"США",AK,"Аляска","","","",745,America/Anchorage,0
5888703,ru,NA,"Северная Америка",CA,"Канада",NS,"Новая Шотландия","","","","",America/Halifax,0
5891545,ru,NA,"Северная Америка",CA,"Канада",NL,"","","","","",America/St_Johns,0
5897209,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","Беканкур","",America/Toronto,0
5911570,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
5932844,ru,NA,"Северная Америка",CA,"Канада",AB,"Альберта","","","","",America/Edmonton,0
5937277,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Winnipeg,0
5942913,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Winnipeg,0
5963821,ru,NA,"Северная Америка",CA,"Канада",NL,"","","","","",America/St_Johns,0
5964960,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6049035,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6067761,ru,NA,"Северная Америка",CA,"Канада",MB,"Манитоба","","","","",America/Winnipeg,0
6072435,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6084038,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6087440,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6091197,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6094234,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6100954,ru,NA,"Северная Америка",CA,"Канада",AB,"Альберта","","","","",America/Edmonton,0
6112027,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6112433,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6128682,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6137130,ru,NA,"Северная Америка",CA,"Канада",AB,"Альберта","","","","",America/Edmonton,0
6138641,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
6162647,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6174073,ru,NA,"Северная Америка",CA,"Канада",ON,"Онтарио","","","","",America/Toronto,0
6176080,ru,NA,"Северная Америка",CA,"Канада",AB,"Альберта","","","","",America/Edmonton,0
6316297,ru,SA,"Южная Америка",BR,"Бразилия",PA,"Пара","","","","",America/Belem,0
6316630,ru,SA,"Южная Америка",BR,"Бразилия",PI,"Пиауи","","","","",America/Fortaleza,0
6317034,ru,SA,"Южная Америка",BR,"Бразилия",SC,"","","","","",America/Sao_Paulo,0
6317440,ru,SA,"Южная Америка",BR,"Бразилия",RS,"","","","","",America/Sao_Paulo,0
6317572,ru,SA,"Южная Америка",BR,"Бразилия",GO,"Гояс","","","","",America/Sao_Paulo,0
6317796,ru,SA,"Южная Америка",BR,"Бразилия",MG,"Минас-Жерайс","","","","",America/Sao_Paulo,0
6317894,ru,SA,"Южная Америка",BR,"Бразилия",SC,"","","","","",America/Sao_Paulo,0
6318085,ru,SA,"Южная Америка",BR,"Бразилия",PR,"","","","","",America/Sao_Paulo,0
6318714,ru,SA,"Южная Америка",BR,"Бразилия",MT,"Мату-Гросу","","","","",America/Cuiaba,0
6534643,ru,EU,"Европа",IT,"Италия",32,"Больцано",TN,"","","",Europe/Rome,1
6534961,ru,EU,"Европа",IT,"Италия",25,"",BG,"","","",Europe/Rome,1
6535099,ru,EU,"Европа",IT,"Италия",25,"",VA,"","","",Europe/Rome,1
6535379,ru,EU,"Европа",IT,"Италия",21,"Пьемонт",VB,"Вербания","","",Europe/Rome,1
6545174,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",SWK,"","","",Europe/London,0
6545317,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",HAM,"Хэмпшир","","",Europe/London,0
6693239,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",STS,"","","",Europe/London,0
6718136,ru,AS,"Азия",ID,"Индонезия",SU,"Северная Суматра","","","","",Asia/Jakarta,0
6903099,ru,AS,"Азия",KR,"Южная Корея",27,"","","","","",Asia/Seoul,0
6941067,ru,EU,"Европа",PT,"Португалия",08,"","","","","",Europe/Lisbon,1
7230312,ru,NA,"Северная Америка",US,"США",NC,"Северная Каролина","","","",545,America/New_York,0
7257908,ru,NA,"Северная Америка",US,"США",VA,"Вирджиния","","","",556,America/New_York,0
7289676,ru,EU,"Европа",RU,"Россия",KHM,"Ханты-Мансийский АО","","","Покачи","",Asia/Yekaterinburg,0
7434560,ru,EU,"Европа",RU,"Россия",ROS,"Ростовская область","","","Вороново","",Europe/Moscow,0
7626328,ru,EU,"Европа",NO,"Норвегия",34,"","","","","",Europe/Oslo,0
7636037,ru,AS,"Азия",CN,"Китай",JX,"","","","","",Asia/Shanghai,0
7666821,ru,AS,"Азия",ID,"Индонезия",LA,"","","","","",Asia/Jakarta,0
8019936,ru,EU,"Европа",BY,"Беларусь",MI,"Минская Область","","","Булынки","",Europe/Minsk,0
8063706,ru,AS,"Азия",IN,"Индия",MH,"Махараштра","","","","",Asia/Kolkata,0
8161083,ru,OC,"Океания",AU,"Австралия",NSW,"Новый Южный Уэльс","","","","",Australia/Sydney,0
8261938,ru,SA,"Южная Америка",CO,"Колумбия",ANT,"","","","","",America/Bogota,0
8299525,ru,EU,"Европа",NO,"Норвегия",30,"","","","","",Europe/Oslo,0
8299836,ru,EU,"Европа",GB,"Великобритания",SCT,"Шотландия",NAY,"Северный Эршир","","",Europe/London,0
8309435,ru,AS,"Азия",IL,"Израиль",Z,"","","","","",Asia/Jerusalem,0
8349050,ru,OC,"Океания",AU,"Австралия",WA,"Западная Австралия","","","","",Australia/Perth,0
8422197,ru,AS,"Азия",CN,"Китай",CQ,"","","","","",Asia/Shanghai,0
8469259,ru,EU,"Европа",CH,"Швейцария",TI,"Тичино","","","","",Europe/Zurich,0
8533407,ru,EU,"Европа",CH,"Швейцария",VS,"","","","","",Europe/Zurich,0
8533558,ru,EU,"Европа",CH,"Швейцария",BE,"","","","","",Europe/Zurich,0
8533574,ru,EU,"Европа",CH,"Швейцария",SO,"","","","Ферен","",Europe/Zurich,0
8546175,ru,SA,"Южная Америка",BR,"Бразилия",PA,"Пара","","","","",America/Santarem,0
8548980,ru,SA,"Южная Америка",BR,"Бразилия",PA,"Пара","","","","",America/Santarem,0
8555422,ru,AS,"Азия",CN,"Китай",NM,"","","","","",Asia/Shanghai,0
8572936,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
8576624,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
8577941,ru,OC,"Океания",AU,"Австралия",VIC,"Виктория","","","","",Australia/Melbourne,0
8593820,ru,NA,"Северная Америка",CA,"Канада",QC,"","","","","",America/Toronto,0
8740856,ru,NA,"Северная Америка",CA,"Канада",NB,"Нью-Брансуик","","","","",America/Moncton,0
8882558,ru,NA,"Северная Америка",MX,"Мексика",CHP,"Чьяпас","","","","",America/Mexico_City,0
8957112,ru,EU,"Европа",IT,"Италия",45,"",MO,"","","",Europe/Rome,1
9291480,ru,AS,"Азия",JP,"Япония",30,"Вакаяма","","","","",Asia/Tokyo,0
9630709,ru,AS,"Азия",CN,"Китай",HE,"","","","","",Asia/Shanghai,0
9635342,ru,AS,"Азия",JP,"Япония",26,"","","","","",Asia/Tokyo,0
9888392,ru,AS,"Азия",JP,"Япония",40,"Фукуока","","","","",Asia/Tokyo,0
9888970,ru,AS,"Азия",JP,"Япония",41,"","","","","",Asia/Tokyo,0
10410838,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
10436293,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
10586978,ru,AS,"Азия",IN,"Индия",TG,"Телангана","","","","",Asia/Kolkata,0
10645488,ru,AS,"Азия",JP,"Япония",22,"Сидзуока","","","","",Asia/Tokyo,0
10862228,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
10865192,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10865993,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10866000,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10866555,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10866891,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10920030,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10967869,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
10988332,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
11034234,ru,AS,"Азия",JP,"Япония",11,"","","","","",Asia/Tokyo,0
11048417,ru,EU,"Европа",CH,"Швейцария",ZH,"","","","","",Europe/Zurich,0
11057996,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
11087920,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
11087988,ru,AS,"Азия",JP,"Япония",14,"Канагава","","","","",Asia/Tokyo,0
11198983,ru,AS,"Азия",CN,"Китай",ZJ,"","","","","",Asia/Shanghai,0
11209887,ru,AS,"Азия",JP,"Япония",43,"Кумамото","","","","",Asia/Tokyo,0
11281273,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",WRL,"","","",Europe/London,0
11556603,ru,AS,"Азия",JP,"Япония",01,"Хоккайдо","","","","",Asia/Tokyo,0
11592620,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",LAN,"","","",Europe/London,0
11593637,ru,EU,"Европа",AT,"Австрия",6,"Штирия","","","","",Europe/Vienna,1
11635141,ru,AS,"Азия",CN,"Китай",JS,"","","","","",Asia/Shanghai,0
11677105,ru,AS,"Азия",IN,"Индия",TN,"Тамилнад","","","","",Asia/Kolkata,0
11694887,ru,AF,"Африка",SC,"Сейшельские о-ва",07,"","","","","",Indian/Mahe,0
11704298,ru,OC,"Океания",AU,"Австралия",WA,"Западная Австралия","","","","",Australia/Perth,0
11790459,ru,AS,"Азия",JP,"Япония",13,"","","","","",Asia/Tokyo,0
11807515,ru,AS,"Азия",JP,"Япония",27,"","","","","",Asia/Tokyo,0
11887942,ru,EU,"Европа",GB,"Великобритания",ENG,"Англия",DBY,"Дербишир","","",Europe/London,0
11979630,ru,AS,"Азия",IL,"Израиль",D,"Южный район","","","","",Asia/Jerusalem,0
12095430,ru,NA,"Северная Америка",CA,"Канада",NB,"Нью-Брансуик","","","","",America/Moncton,0
12096469,ru,NA,"Северная Америка",CA,"Канада",NB,"Нью-Брансуик","","","","",America/Moncton,0
12103789,ru,AS,"Азия",SA,"Саудовская Аравия",01,"","","","","",Asia/Riyadh,0
12212650,ru,EU,"Европа",HR,"Хорватия",01,"","","","","",Europe/Zagreb,1
